Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
351311,LISBON AREA HEALTH SERVICES,905 MAIN ST,LISBON,ND,58054,RANSOM,(701) 683-5241,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-97.681427 46.437002)
140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,COOK,(312) 572-2000,Acute Care Hospitals,Government - Local,Yes,Y,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Not Available,16,Same as the national average,,Below the national average,,Not Available,5,POINT (-87.614193 41.802158)
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,(704) 355-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,POINT (-80.839845 35.204983)
340130,ATRIUM HEALTH UNION,600 HOSPITAL DR,MONROE,NC,28112,UNION,(704) 283-3100,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-80.522853 34.975111)
670008,HOUSTON PHYSICIANS' HOSPITAL,333 N TEXAS AVENUE,WEBSTER,TX,77598,HARRIS,(281) 335-1700,Acute Care Hospitals,Physician,Yes,Y,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Not Available,5,Same as the national average,,Not Available,5,POINT (-95.125785 29.534902000000002)
280105,CHI HEALTH MIDLANDS,11111 SOUTH 84TH ST,PAPILLION,NE,68046,SARPY,(402) 593-3000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-96.042825 41.136866)
441310,RHEA MEDICAL CENTER,9400 RHEA COUNTY HIGHWAY,DAYTON,TN,37321,RHEA,(423) 775-1121,Critical Access Hospitals,Government - Local,Yes,Y,2,,Below the national average,,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-84.982334 35.530374)
524017,NORTH CENTRAL HEALTH CARE,1100 LAKEVIEW DR,WAUSAU,WI,54403,MARATHON,(715) 848-4600,Psychiatric,Voluntary non-profit - Other,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-89.633985 44.929729)
490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,SUFFOLK CITY,(757) 934-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-76.583413 36.773058)
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,SALT LAKE,(801) 501-2600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-111.853191 40.57736)
210034,MEDSTAR HARBOR HOSPITAL,3001 SOUTH  HANOVER STREET,BALTIMORE,MD,21225,BALTIMORE CITY,(410) 350-3201,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-76.615048 39.251349)
231333,ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,IRONWOOD,MI,49938,GOGEBIC,(906) 932-2525,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Same as the national average,,Same as the national average,,POINT (-90.104689 46.478193)
361324,OHIOHEALTH SHELBY HOSPITAL,199 WEST MAIN STREET,SHELBY,OH,44875,RICHLAND,(419) 342-5015,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Not Available,16,Same as the national average,,POINT (-82.67403500000002 40.881214)
110089,"COFFEE REGIONAL MEDICAL CENTER, INC",1101 OCILLA ROAD,DOUGLAS,GA,31533,COFFEE,(912) 383-5620,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-82.86346 31.509588999999995)
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,46825,ALLEN,(260) 416-3000,Acute Care Hospitals,Proprietary,Yes,Y,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-85.110603 41.178689)
031308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,PINAL,(520) 562-3321,Critical Access Hospitals,Government - Federal,Yes,,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,POINT (-111.75908 33.074122)
451309,MC CAMEY HOSPITAL,2500 HWY 305 SOUTH,MCCAMEY,TX,79752,UPTON,(432) 652-8626,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,
010039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,(256) 265-1000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-86.581547 34.721226)
521352,UPLAND HILLS HEALTH,800 COMPASSION WAY,DODGEVILLE,WI,53533,IOWA,(608) 930-8000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,5,POINT (-90.130254 42.952635)
111308,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,CLINCH,(912) 487-5211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Not Available,16,POINT (-82.763858 31.032651)
423300,SHRINERS HOSPITALS FOR CHILDREN,950 WEST FARIS ROAD,GREENVILLE,SC,29605,GREENVILLE,(864) 271-3444,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-82.412968 34.816062)
131321,ST MARYS HOSPITAL AND CLINICS,701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,(208) 962-3251,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Not Available,16,Above the national average,,Not Available,5,POINT (-116.351645 46.050371000000005)
441320,BOLIVAR GENERAL HOSPITAL,650 NUCKOLLS ROAD,BOLIVAR,TN,38008,HARDEMAN,(731) 658-3100,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-89.000577 35.267953)
191308,PREVOST MEMORIAL HOSPITAL,301 MEMORIAL DR,DONALDSONVILLE,LA,70346,ASCENSION,(225) 474-2133,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-91.002904 30.087951)
520102,AURORA LAKELAND MEDICAL CENTER,W3985 COUNTY ROAD NN,ELKHORN,WI,53121,WALWORTH,(262) 741-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-88.496322 42.662615)
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,(815) 664-1176,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-89.192633 41.328409)
161375,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,BUENA VISTA,(712) 732-4030,Critical Access Hospitals,Government - Local,Yes,Y,4,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Not Available,5,Same as the national average,,POINT (-95.222008 42.644356)
050261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,(559) 784-1110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-119.027274 36.069573)
100068,ADVENTHEALTH DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,VOLUSIA,(386) 676-6000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Above the national average,,POINT (-81.1093 29.242750000000004)
180078,PAUL B HALL REGIONAL MEDICAL CENTER,625 JAMES S TRIMBLE BOULEVARD,PAINTSVILLE,KY,41240,JOHNSON,(606) 789-3511,Acute Care Hospitals,Proprietary,Yes,Y,1,,Same as the national average,,Not Available,5,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-82.812803 37.815015)
42009F,NH Beaufort,1 Pinckney Blvd,Beaufort,SC,29902,BEAUFORT,(843) 228-5600,Acute Care - Department of Defense,Department of Defense,No,,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,
521346,THEDACARE MEDICAL CENTER - SHAWANO,100 COUNTY RD B,SHAWANO,WI,54166,SHAWANO,(715) 526-2111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-88.606614 44.761606)
451360,MEMORIAL MEDICAL CENTER SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,
263303,RANKEN JORDAN PEDIATRIC BRIDGE HOSPITAL,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,ST. LOUIS,(314) 872-6400,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-90.415893 38.7095)
150048,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY,RICHMOND,IN,47374,WAYNE,(765) 983-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-84.887765 39.86303)
010092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,(205) 759-7111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,POINT (-87.525154 33.20613)
160057,GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,DES MOINES,(319) 768-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-91.170278 40.807369)
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LANE,DALLAS,TX,75231,DALLAS,(214) 345-6789,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-96.763574 32.883139)
100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,PALM BEACH,(561) 488-8100,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-80.203236 26.354571)
014015,BEACON CHILDREN'S HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,CRENSHAW,(334) 335-5040,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-86.264033 31.694277)
231303,SCHOOLCRAFT MEMORIAL HOSPITAL,7870W US HIGHWAY 2,MANISTIQUE,MI,49854,SCHOOLCRAFT,(906) 341-3200,Critical Access Hospitals,Government - Local,Yes,,4,,Not Available,5,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Same as the national average,,Same as the national average,,POINT (-86.275716 45.944963)
051310,ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DR,WILLITS,CA,95490,MENDOCINO,(707) 456-3031,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,5,17,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Not Available,5,Not Available,16,POINT (-123.339971 39.389777)
451314,WINKLER COUNTY MEMORIAL HOSPITAL,821 JEFFEE DRIVE,KERMIT,TX,79745,WINKLER,(432) 586-5865,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,5,POINT (-103.089916 31.849739000000003)
494025,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,VIRGINIA BEACH CITY,(757) 496-6000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-76.02905 36.865674)
